date,debit_account,debit_name,debit_inn,credit_account,credit_name,credit_inn,debit_amount,credit_amount,purpose,risk
2025-09-22 13:23:06,40974993097289623091,АО «Город»,9470551690,80876038597703482477,АО «Север»,8071545164,,39800.0,пожертвование,medium
2025-09-22 14:10:03,77470168733950047974,АО «Запад»,3259532784,97552314913577594929,ООО «Вектор»,8781414134,,68866.06,биткоин за услуги,medium
2025-09-22 14:23:59,37526547935646519398,АО «Юг»,5756924591,93246095396218518888,АО «Точка»,9711798087,,226100.0,пожертвование по договору №2233,medium
2025-09-22 14:38:37,37526547935646519398,АО «Юг»,5756924591,01227770793349605016,ИП «Кей»,368314727649,,200000.0,частичная оплата по договору №1775,medium
2025-09-22 14:50:37,19108839822587139718,АО «Градиент»,8339187853,79695867805555727738,ФЛ Лебедев Андрей,133053194993,59237.48,,транспорт по договору №2531,low
2025-09-22 14:56:48,62887431271026767209,ФЛ Сидоров Никита,418222618917,04967066703362680408,ФЛ Лебедев Максим,107044964163,,48471.77,эквайринг за работы,low
2025-09-22 14:57:27,37526547935646519398,АО «Юг»,5756924591,01227770793349605016,ИП «Кей»,368314727649,,10000.0,лизинг по договору №8890,medium
2025-09-22 15:15:30,40974993097289623091,АО «Город»,9470551690,80876038597703482477,АО «Север»,8071545164,16500.0,,премия по договору №7442,medium
2025-09-22 15:48:21,40974993097289623091,АО «Город»,9470551690,36675254599102290147,ООО «Восток»,2296120184,,6700.0,перевозка за товары,medium
2025-09-22 15:58:31,40974993097289623091,АО «Город»,9470551690,80876038597703482477,АО «Север»,8071545164,32573.26,,консультационные за период,medium
2025-09-22 16:00:53,40974993097289623091,АО «Город»,9470551690,80876038597703482477,АО «Север»,8071545164,,67190.96,перевозка за товары,medium
2025-09-22 16:07:38,40974993097289623091,АО «Город»,9470551690,80876038597703482477,АО «Север»,8071545164,,57748.8,валютный счёт согласно счёту №74490,medium
2025-09-22 16:25:10,40974993097289623091,АО «Город»,9470551690,80876038597703482477,АО «Север»,8071545164,33277.55,,бонус по договору №1396,medium
2025-09-22 16:41:04,37526547935646519398,АО «Юг»,5756924591,01227770793349605016,ИП «Кей»,368314727649,36400.0,,частичная оплата по договору №2622,medium
2025-09-22 16:58:34,37526547935646519398,АО «Юг»,5756924591,39363854678544587717,ОАО «Опт»,7354033172,90000.0,,премия,medium
2025-09-22 17:12:21,37526547935646519398,АО «Юг»,5756924591,01227770793349605016,ИП «Кей»,368314727649,,34097.98,агентское вознаграждение за услуги,medium
2025-09-22 18:28:19,37526547935646519398,АО «Юг»,5756924591,93246095396218518888,АО «Точка»,9711798087,,32713.36,субаренда по договору №162,medium
2025-09-22 19:37:08,49750198038287232440,ФЛ Иванов Максим,870104159145,21717477332945625577,АО «Градиент»,9545381791,,119641.19,коммунальные услуги согласно счёту №33318,high
2025-09-22 20:05:27,21717477332945625577,АО «Градиент»,9545381791,27503731453038567700,ОАО «Прайм»,9282722992,120110.11,,иностранный перевод согласно счёту №86815,high
2025-09-22 20:06:19,27503731453038567700,ОАО «Прайм»,9282722992,13866675485819324268,ФЛ Иванов Андрей,102876754897,117614.92,,договор займа согласно счёту №45079,high
2025-09-22 20:08:01,13866675485819324268,ФЛ Иванов Андрей,102876754897,20275884252410564814,АО «Гамма»,1799042100,119736.39,,наличные согласно счёту №56267,high
2025-09-23 09:23:59,37526547935646519398,АО «Юг»,5756924591,93246095396218518888,АО «Точка»,9711798087,,172000.0,хостинг и связь согласно счёту №87961,medium
2025-09-23 10:25:27,37526547935646519398,АО «Юг»,5756924591,93246095396218518888,АО «Точка»,9711798087,,119913.85,crypto по договору №9121,medium
2025-09-23 10:50:57,37526547935646519398,АО «Юг»,5756924591,01227770793349605016,ИП «Кей»,368314727649,,43208.96,возврат займа,medium
2025-09-23 11:02:47,23045018961642361032,ИП «Градиент»,749050975902,91862339220715116966,ФЛ Егоров Сергей,895090591176,,38750.02,договор займа согласно счёту №30753,medium
2025-09-23 11:42:01,37526547935646519398,АО «Юг»,5756924591,39363854678544587717,ОАО «Опт»,7354033172,,18672.12,предоплата,medium
2025-09-23 11:46:02,33491141520850769864,ИП «Восток»,561655650370,23045018961642361032,ИП «Градиент»,749050975902,,78968.97,банковская комиссия за период,low
2025-09-23 11:58:29,37526547935646519398,АО «Юг»,5756924591,93246095396218518888,АО «Точка»,9711798087,,12500.0,аванс согласно счёту №34040,medium
2025-09-23 12:15:33,19754661766204719609,ФЛ Иванов Сергей,232883774484,70176563600412577711,ИП «Восток»,185672438006,,41624.4,канцелярские товары за товары,medium
2025-09-23 12:19:45,37526547935646519398,АО «Юг»,5756924591,39363854678544587717,ОАО «Опт»,7354033172,,21800.0,крипто согласно счёту №20296,medium
2025-09-23 12:25:50,55474355379502097002,ИП «Гамма»,161284639872,66912153539613674994,ИП «Квадро»,207167811255,11123.77,,услуги по договору за товары,medium
2025-09-23 13:04:18,51606071596966416052,ООО «Дельта»,7622683884,07446660993538758428,ЗАО «Фокус»,3283096521,48355.06,,маркетинг,medium
2025-09-23 13:16:40,37526547935646519398,АО «Юг»,5756924591,85730652407784873928,ООО «Маркет»,0528127358,,4600.0,доставка за работы,medium
2025-09-23 13:21:10,62887431271026767209,ФЛ Сидоров Никита,418222618917,00687616481980770460,ФЛ Лебедев Дмитрий,278195237149,37629.11,,коммунальные услуги,medium
2025-09-23 14:20:23,06046333127975736609,АО «Гео»,5267722334,84434481230834024240,ФЛ Смирнов Дмитрий,202939087879,,129035.89,эквайринг по договору №4283,low
2025-09-23 15:00:39,37526547935646519398,АО «Юг»,5756924591,01227770793349605016,ИП «Кей»,368314727649,,58512.83,логистика по договору №3541,medium
2025-09-23 15:08:16,50184819737418972154,ФЛ Петров Дмитрий,426192372446,01851067949756792287,ИП «Квадро»,229604432786,97346.74,,аренда,medium
2025-09-23 15:19:25,37526547935646519398,АО «Юг»,5756924591,39363854678544587717,ОАО «Опт»,7354033172,42800.0,,бонус,medium
2025-09-23 16:37:56,51606071596966416052,ООО «Дельта»,7622683884,63044836085456676640,ФЛ Егоров Пётр,275156277906,,56191.25,предоплата за услуги,low
2025-09-23 16:53:25,86101581995604661839,ЗАО «Импульс»,4121267888,00425488214236914307,ФЛ Лебедев Иван,349107406520,42764.97,,оплата по договору поставки по договору №9879,low
2025-09-23 16:57:09,19953766014448564510,ФЛ Егоров Никита,176927438156,01227770793349605016,ИП «Кей»,368314727649,,209429.2,выдача наличных по договору №2917,medium
2025-09-23 17:18:23,37526547935646519398,АО «Юг»,5756924591,39363854678544587717,ОАО «Опт»,7354033172,97659.3,,услуги по договору согласно счёту №18711,medium
2025-09-23 17:20:45,37526547935646519398,АО «Юг»,5756924591,85730652407784873928,ООО «Маркет»,0528127358,168364.93,,crypto по договору №278,medium
2025-09-23 18:02:29,99996636186371597412,ИП «Прайм»,845909022545,40974993097289623091,АО «Город»,9470551690,20400.73,,crypto согласно счёту №70496,high
2025-09-23 20:01:11,40974993097289623091,АО «Город»,9470551690,27985240132234232161,ИП «Градиент»,671120754530,20759.72,,usdt за услуги,high
2025-09-24 00:50:43,27985240132234232161,ИП «Градиент»,671120754530,90835723246651364424,ИП «Вектор»,829737489662,,20354.93,премия по договору №2253,high
2025-09-24 10:41:54,52895392644220969029,АО «Градиент»,9154522677,40568299629145046173,ЗАО «Север»,8803955122,,34989.64,предоплата по договору №6682,low
2025-09-24 11:20:43,53286326667850720811,ИП «Маркет»,375482145613,51606071596966416052,ООО «Дельта»,7622683884,20110.01,,канцелярские товары по договору №8046,low
2025-09-24 14:14:44,79772781050922216107,ФЛ Иванов Никита,047604409082,69749956412203103037,ИП «Прайм»,680061027705,,140585.58,лизинг,low
2025-09-24 15:13:42,44731584776863423461,ФЛ Иванов Сергей,351305231205,70538338848792069804,ООО «Дельта»,3924051475,24625.5,,консультационные согласно счёту №97932,low
2025-09-24 15:58:41,60648422940572025909,ОАО «Маркет»,3472122819,85931109193928456797,ИП «Прайм»,767699150792,33995.9,,страховой взнос согласно счёту №52903,low
2025-09-24 16:33:22,61497840369003432445,АО «Прайм»,7976438150,11593195256904098366,ИП «Кей»,668633414103,,64230.08,налоги и сборы,low
2025-09-25 09:10:50,41379772369292984257,ОАО «Бета»,0242869907,51718702621745961586,ЗАО «Бета»,7662702893,,140000.0,оплата услуг по договору №1654,medium
2025-09-25 09:28:53,41379772369292984257,ОАО «Бета»,0242869907,73516091779827080869,ОАО «Квадро»,6149331632,,88720.33,маркетинг по договору №8743,medium
2025-09-25 09:34:56,21717477332945625577,АО «Градиент»,9545381791,57885685574443135182,АО «Кей»,7014363494,,175500.0,возврат займа по договору №1646,medium
2025-09-25 09:40:28,90835723246651364424,ИП «Вектор»,829737489662,09379660334191825537,ЗАО «Вектор»,8673622666,43500.0,,swift согласно счёту №22477,high
2025-09-25 09:46:25,21717477332945625577,АО «Градиент»,9545381791,57885685574443135182,АО «Кей»,7014363494,70823.65,,бонус,medium
2025-09-25 09:54:44,21717477332945625577,АО «Градиент»,9545381791,57885685574443135182,АО «Кей»,7014363494,76900.0,,лизинг по договору №1321,medium
2025-09-25 10:08:31,32963347272742318306,ФЛ Лебедев Пётр,506185380014,04309776889362896964,ФЛ Кузнецов Сергей,407333373213,190184.45,,пополнение согласно счёту №63295,high
2025-09-25 10:13:13,15632686850745106634,ФЛ Иванов Максим,240787541871,83586812259572446176,ФЛ Иванов Максим,052774025804,8024.35,,транспорт,low
2025-09-25 10:23:29,99688143536822239431,ОАО «Кей»,4508821004,36517773926030299228,ООО «Точка»,8432225912,49647.66,,перевозка по договору №9493,low
2025-09-25 10:31:01,21717477332945625577,АО «Градиент»,9545381791,46684550489267389975,ИП «Юг»,626060290881,,40063.05,взаиморасчёт,medium
2025-09-25 10:41:28,41379772369292984257,ОАО «Бета»,0242869907,63435175183046990139,ЗАО «Точка»,2708668825,,42219.64,частичная оплата согласно счёту №23799,medium
2025-09-25 11:19:55,41379772369292984257,ОАО «Бета»,0242869907,60821371184254768182,ФЛ Сидоров Никита,578715841551,69183.42,,услуги по договору согласно счёту №19910,medium
2025-09-25 11:21:03,21717477332945625577,АО «Градиент»,9545381791,57885685574443135182,АО «Кей»,7014363494,15201.23,,вознаграждение,medium
2025-09-25 11:30:48,04309776889362896964,ФЛ Кузнецов Сергей,407333373213,81213524787125521376,ИП «Омега»,077119918023,,191840.43,перевод средств по договору №103,high
2025-09-25 11:35:27,21717477332945625577,АО «Градиент»,9545381791,57885685574443135182,АО «Кей»,7014363494,,71302.1,хостинг и связь по договору №6384,medium
2025-09-25 12:03:42,21717477332945625577,АО «Градиент»,9545381791,14386632270267288574,ЗАО «Градиент»,5647292938,,157300.0,логистика,medium
2025-09-25 12:13:28,21717477332945625577,АО «Градиент»,9545381791,46684550489267389975,ИП «Юг»,626060290881,,23768.97,пожертвование за работы,medium
2025-09-25 12:17:47,90835723246651364424,ИП «Вектор»,829737489662,09379660334191825537,ЗАО «Вектор»,8673622666,291973.06,,личные нужды,high
2025-09-25 12:44:59,21717477332945625577,АО «Градиент»,9545381791,14386632270267288574,ЗАО «Градиент»,5647292938,,103400.0,иностранный перевод,medium
2025-09-25 12:47:27,90835723246651364424,ИП «Вектор»,829737489662,59826204505331586923,АО «Опт»,8680112803,430400.0,,передача активов по договору №5184,high
2025-09-25 12:54:23,21717477332945625577,АО «Градиент»,9545381791,14386632270267288574,ЗАО «Градиент»,5647292938,31885.01,,аренда за товары,medium
2025-09-25 13:11:52,21717477332945625577,АО «Градиент»,9545381791,14386632270267288574,ЗАО «Градиент»,5647292938,36205.65,,предоплата за услуги,medium
2025-09-25 13:14:12,40974993097289623091,АО «Город»,9470551690,21717477332945625577,АО «Градиент»,9545381791,,109249.86,займ по договору №1887,high
2025-09-25 13:35:06,41379772369292984257,ОАО «Бета»,0242869907,60821371184254768182,ФЛ Сидоров Никита,578715841551,60000.0,,маркетинг по договору №6985,medium
2025-09-25 13:55:17,90835723246651364424,ИП «Вектор»,829737489662,94731217271551884422,ОАО «Альфа»,7868144730,148285.33,,передача активов согласно счёту №14773,high
2025-09-25 13:55:26,41379772369292984257,ОАО «Бета»,0242869907,73516091779827080869,ОАО «Квадро»,6149331632,174800.0,,предоплата за работы,medium
2025-09-25 13:56:39,90835723246651364424,ИП «Вектор»,829737489662,94731217271551884422,ОАО «Альфа»,7868144730,,78869.93,взаиморасчёт,high
2025-09-25 14:02:00,21717477332945625577,АО «Градиент»,9545381791,56775677722660256265,ФЛ Лебедев Андрей,747583392071,,110842.63,транспорт по договору №4154,high
2025-09-25 14:05:40,65652341389994043898,ОАО «Кей»,6973112197,47146273014719597964,ИП «Бета»,947873002463,44126.79,,хостинг и связь по договору №7239,low
2025-09-25 14:17:23,81213524787125521376,ИП «Омега»,077119918023,31290148706827788160,ИП «Фокус»,834146511165,,188666.1,оплата по договору поставки по договору №6182,high
2025-09-25 14:20:10,90835723246651364424,ИП «Вектор»,829737489662,09379660334191825537,ЗАО «Вектор»,8673622666,,40000.0,услуги по договору за услуги,high
2025-09-25 15:12:52,31290148706827788160,ИП «Фокус»,834146511165,96639551720849649856,ФЛ Смирнов Сергей,376769459126,189377.44,,договор займа согласно счёту №30080,high
2025-09-25 15:17:37,56775677722660256265,ФЛ Лебедев Андрей,747583392071,36637780529240755366,ИП «Точка»,738987751521,110552.41,,страховой взнос по договору №9516,high
2025-09-25 15:30:18,21717477332945625577,АО «Градиент»,9545381791,46684550489267389975,ИП «Юг»,626060290881,,67400.0,вознаграждение за товары,medium
2025-09-25 15:50:53,96639551720849649856,ФЛ Смирнов Сергей,376769459126,57885685574443135182,АО «Кей»,7014363494,189254.99,,хостинг и связь по договору №1912,high
2025-09-25 16:19:55,36637780529240755366,ИП «Точка»,738987751521,27846997335494651909,АО «Маркет»,5701329025,109670.55,,валютный счёт,high
2025-09-25 16:25:06,90835723246651364424,ИП «Вектор»,829737489662,09379660334191825537,ЗАО «Вектор»,8673622666,,27771.08,swift,high
2025-09-25 16:45:41,27846997335494651909,АО «Маркет»,5701329025,84399106227236266933,ФЛ Смирнов Егор,867752401413,110409.8,,субаренда по договору №1192,high
2025-09-25 17:07:31,41379772369292984257,ОАО «Бета»,0242869907,73516091779827080869,ОАО «Квадро»,6149331632,,69798.97,субаренда согласно счёту №30524,medium
2025-09-25 17:27:07,57885685574443135182,АО «Кей»,7014363494,89691085899441715454,ЗАО «Поток»,4665743740,,187219.32,валютный счёт согласно счёту №57522,high
2025-09-25 17:33:43,90835723246651364424,ИП «Вектор»,829737489662,94731217271551884422,ОАО «Альфа»,7868144730,,52000.0,страховой взнос по договору №4926,high
2025-09-25 17:37:41,90835723246651364424,ИП «Вектор»,829737489662,09379660334191825537,ЗАО «Вектор»,8673622666,50000.0,,агентское вознаграждение за работы,high
2025-09-26 09:03:02,21717477332945625577,АО «Градиент»,9545381791,57885685574443135182,АО «Кей»,7014363494,38106.92,,транспорт,medium
2025-09-26 09:10:33,90835723246651364424,ИП «Вектор»,829737489662,59826204505331586923,АО «Опт»,8680112803,,150000.0,перевод на карту,high
2025-09-26 09:47:38,90835723246651364424,ИП «Вектор»,829737489662,09379660334191825537,ЗАО «Вектор»,8673622666,,171900.0,доставка по договору №8678,high
2025-09-26 09:53:55,41379772369292984257,ОАО «Бета»,0242869907,60821371184254768182,ФЛ Сидоров Никита,578715841551,15734.2,,swift согласно счёту №34300,medium
2025-09-26 10:10:21,21717477332945625577,АО «Градиент»,9545381791,46684550489267389975,ИП «Юг»,626060290881,,56433.87,пополнение за работы,medium
2025-09-26 10:59:38,90835723246651364424,ИП «Вектор»,829737489662,59826204505331586923,АО «Опт»,8680112803,210000.0,,передача активов за услуги,high
2025-09-26 11:18:33,41379772369292984257,ОАО «Бета»,0242869907,51718702621745961586,ЗАО «Бета»,7662702893,,6011.75,перевозка по договору №2161,medium
2025-09-26 12:10:20,21717477332945625577,АО «Градиент»,9545381791,14386632270267288574,ЗАО «Градиент»,5647292938,36300.0,,транспорт,medium
2025-09-26 12:20:43,21717477332945625577,АО «Градиент»,9545381791,14386632270267288574,ЗАО «Градиент»,5647292938,,70000.0,coin за работы,medium
2025-09-26 12:35:35,90835723246651364424,ИП «Вектор»,829737489662,94731217271551884422,ОАО «Альфа»,7868144730,,88981.48,крипто согласно счёту №66928,high
2025-09-26 12:37:41,90835723246651364424,ИП «Вектор»,829737489662,59826204505331586923,АО «Опт»,8680112803,92808.9,,вознаграждение за услуги,high
2025-09-26 12:48:15,41379772369292984257,ОАО «Бета»,0242869907,63435175183046990139,ЗАО «Точка»,2708668825,,48908.73,swift,medium
2025-09-26 12:56:10,21717477332945625577,АО «Градиент»,9545381791,57885685574443135182,АО «Кей»,7014363494,84077.2,,услуги по договору за услуги,medium
2025-09-26 12:57:54,21717477332945625577,АО «Градиент»,9545381791,14386632270267288574,ЗАО «Градиент»,5647292938,,88900.0,бонус,medium
2025-09-26 12:58:04,21717477332945625577,АО «Градиент»,9545381791,46684550489267389975,ИП «Юг»,626060290881,,23882.24,услуги по договору согласно счёту №27954,medium
2025-09-26 13:37:50,41379772369292984257,ОАО «Бета»,0242869907,51718702621745961586,ЗАО «Бета»,7662702893,,138813.69,крипто,medium
2025-09-26 13:55:22,90835723246651364424,ИП «Вектор»,829737489662,94731217271551884422,ОАО «Альфа»,7868144730,94579.61,,без договора по договору №8270,high
2025-09-26 14:30:25,41379772369292984257,ОАО «Бета»,0242869907,60821371184254768182,ФЛ Сидоров Никита,578715841551,,17497.43,налоги и сборы по договору №8082,medium
2025-09-26 14:41:59,21717477332945625577,АО «Градиент»,9545381791,57885685574443135182,АО «Кей»,7014363494,,113200.0,консультационные за период,medium
2025-09-26 15:20:20,21717477332945625577,АО «Градиент»,9545381791,46684550489267389975,ИП «Юг»,626060290881,,244989.74,аренда за услуги,medium
2025-09-26 15:30:59,41379772369292984257,ОАО «Бета»,0242869907,73516091779827080869,ОАО «Квадро»,6149331632,,20800.0,крипто,medium
2025-09-26 15:34:41,21717477332945625577,АО «Градиент»,9545381791,57885685574443135182,АО «Кей»,7014363494,,320000.0,договор займа,medium
2025-09-26 16:14:29,21717477332945625577,АО «Градиент»,9545381791,14386632270267288574,ЗАО «Градиент»,5647292938,,16265.27,биткоин согласно счёту №71761,medium
2025-09-26 16:47:26,90835723246651364424,ИП «Вектор»,829737489662,59826204505331586923,АО «Опт»,8680112803,,29544.17,валютный счёт,high
2025-09-26 16:59:45,21717477332945625577,АО «Градиент»,9545381791,57885685574443135182,АО «Кей»,7014363494,,8200.0,логистика по договору №7857,medium
2025-09-26 18:27:43,41379772369292984257,ОАО «Бета»,0242869907,51718702621745961586,ЗАО «Бета»,7662702893,11827.91,,лизинг по договору №8649,medium
2025-09-26 18:36:28,90835723246651364424,ИП «Вектор»,829737489662,94731217271551884422,ОАО «Альфа»,7868144730,114400.0,,передача активов по договору №169,high
2025-09-26 18:50:21,90835723246651364424,ИП «Вектор»,829737489662,94731217271551884422,ОАО «Альфа»,7868144730,1155061.38,,предоплата согласно счёту №33562,high
2025-09-27 09:10:47,70662532447209993476,ООО «Омега»,5107029668,84787005050613878293,ИП «Кей»,320309376115,154135.75,,перевод средств по договору №6473,medium
2025-09-27 10:06:51,70662532447209993476,ООО «Омега»,5107029668,94240903678812786866,ФЛ Попов Андрей,716176880233,174264.11,,бонус,medium
2025-09-27 11:09:10,70662532447209993476,ООО «Омега»,5107029668,94240903678812786866,ФЛ Попов Андрей,716176880233,,160000.0,канцелярские товары за период,medium
2025-09-27 11:29:05,70662532447209993476,ООО «Омега»,5107029668,94240903678812786866,ФЛ Попов Андрей,716176880233,93537.13,,пополнение согласно счёту №81016,medium
2025-09-27 12:03:30,41379772369292984257,ОАО «Бета»,0242869907,51718702621745961586,ЗАО «Бета»,7662702893,,36621.11,биткоин за работы,medium
2025-09-27 12:11:09,41379772369292984257,ОАО «Бета»,0242869907,73516091779827080869,ОАО «Квадро»,6149331632,15819.2,,валютный счёт согласно счёту №22413,medium
2025-09-27 12:16:54,41379772369292984257,ОАО «Бета»,0242869907,73516091779827080869,ОАО «Квадро»,6149331632,,85100.0,маркетинг за товары,medium
2025-09-27 13:01:52,70662532447209993476,ООО «Омега»,5107029668,94240903678812786866,ФЛ Попов Андрей,716176880233,106388.97,,крипто,medium
2025-09-27 14:48:18,41379772369292984257,ОАО «Бета»,0242869907,51718702621745961586,ЗАО «Бета»,7662702893,35600.0,,премия по договору №9110,medium
2025-09-27 14:50:13,41379772369292984257,ОАО «Бета»,0242869907,60821371184254768182,ФЛ Сидоров Никита,578715841551,97471.61,,займ,medium
2025-09-27 14:51:22,57216966630932998199,ФЛ Кузнецов Егор,774722640824,27846997335494651909,АО «Маркет»,5701329025,,19048.23,хостинг и связь согласно счёту №95125,low
2025-09-27 15:00:19,70662532447209993476,ООО «Омега»,5107029668,42086567566184438612,ИП «Квадро»,605233027663,,21400.0,биткоин,medium
2025-09-27 15:19:42,70662532447209993476,ООО «Омега»,5107029668,42086567566184438612,ИП «Квадро»,605233027663,,260429.74,логистика за работы,medium
2025-09-27 15:22:41,41379772369292984257,ОАО «Бета»,0242869907,73516091779827080869,ОАО «Квадро»,6149331632,,5814.22,личные нужды согласно счёту №95695,medium
2025-09-27 15:55:57,70662532447209993476,ООО «Омега»,5107029668,69156716493289802714,ИП «Магнит»,050505739761,71753.3,,личные нужды за товары,medium
2025-09-27 16:23:03,70662532447209993476,ООО «Омега»,5107029668,69156716493289802714,ИП «Магнит»,050505739761,,520700.0,валютный счёт согласно счёту №14851,medium
2025-09-27 16:42:05,70662532447209993476,ООО «Омега»,5107029668,69156716493289802714,ИП «Магнит»,050505739761,68500.0,,передача активов,medium
2025-09-27 17:19:28,70662532447209993476,ООО «Омега»,5107029668,69156716493289802714,ИП «Магнит»,050505739761,,83155.27,возврат займа за товары,medium
2025-09-27 17:24:40,70662532447209993476,ООО «Омега»,5107029668,84787005050613878293,ИП «Кей»,320309376115,56800.0,,пополнение,medium
2025-09-27 18:14:46,41379772369292984257,ОАО «Бета»,0242869907,51718702621745961586,ЗАО «Бета»,7662702893,110000.0,,crypto по договору №2767,medium
2025-09-28 09:05:21,84887256394278816580,ООО «Опт»,0809969303,32432983954296184462,ИП «Градиент»,859883103066,,294702.18,банковская комиссия согласно счёту №90116,medium
2025-09-28 09:13:53,70662532447209993476,ООО «Омега»,5107029668,94240903678812786866,ФЛ Попов Андрей,716176880233,20000.0,,аренда за период,medium
2025-09-28 09:38:08,70662532447209993476,ООО «Омега»,5107029668,94240903678812786866,ФЛ Попов Андрей,716176880233,,80400.0,заработная плата по договору №6110,medium
2025-09-28 09:42:10,70662532447209993476,ООО «Омега»,5107029668,42086567566184438612,ИП «Квадро»,605233027663,,255800.0,транспорт согласно счёту №80221,medium
2025-09-28 09:58:26,84887256394278816580,ООО «Опт»,0809969303,11964258562614991537,ФЛ Кузнецов Никита,884882691339,113207.39,,агентское вознаграждение согласно счёту №14873,medium
2025-09-28 10:12:06,84887256394278816580,ООО «Опт»,0809969303,32432983954296184462,ИП «Градиент»,859883103066,,47917.36,оплата услуг согласно счёту №16903,medium
2025-09-28 10:41:30,84887256394278816580,ООО «Опт»,0809969303,32432983954296184462,ИП «Градиент»,859883103066,,34054.92,услуги по договору по договору №6527,medium
2025-09-28 10:59:34,84887256394278816580,ООО «Опт»,0809969303,39776719903849830220,ЗАО «Альфа»,0777809738,168400.0,,маркетинг по договору №3451,medium
2025-09-28 11:45:47,84887256394278816580,ООО «Опт»,0809969303,11964258562614991537,ФЛ Кузнецов Никита,884882691339,300000.0,,комиссионное по договору №7552,medium
2025-09-28 12:02:55,84887256394278816580,ООО «Опт»,0809969303,32432983954296184462,ИП «Градиент»,859883103066,31797.44,,аренда по договору №403,medium
2025-09-28 12:29:15,70662532447209993476,ООО «Омега»,5107029668,42086567566184438612,ИП «Квадро»,605233027663,30368.21,,пожертвование,medium
2025-09-28 12:42:03,70662532447209993476,ООО «Омега»,5107029668,94240903678812786866,ФЛ Попов Андрей,716176880233,78619.25,,лизинг за товары,medium
2025-09-28 12:52:57,97246657293417223297,ИП «Альфа»,437573839574,92613715041659152017,ИП «Сфера»,228499390835,30342.85,,пожертвование за товары,high
2025-09-28 13:56:25,70662532447209993476,ООО «Омега»,5107029668,69156716493289802714,ИП «Магнит»,050505739761,,79900.0,доставка согласно счёту №51663,medium
2025-09-28 13:59:33,70662532447209993476,ООО «Омега»,5107029668,69156716493289802714,ИП «Магнит»,050505739761,87529.28,,usdt за товары,medium
2025-09-28 14:13:10,84887256394278816580,ООО «Опт»,0809969303,39776719903849830220,ЗАО «Альфа»,0777809738,31100.0,,swift согласно счёту №45971,medium
2025-09-28 15:02:23,70662532447209993476,ООО «Омега»,5107029668,84787005050613878293,ИП «Кей»,320309376115,,48000.0,благотворительность за период,medium
2025-09-28 15:46:43,70662532447209993476,ООО «Омега»,5107029668,84787005050613878293,ИП «Кей»,320309376115,,174647.24,аванс по договору №2807,medium
2025-09-28 16:11:12,84887256394278816580,ООО «Опт»,0809969303,32432983954296184462,ИП «Градиент»,859883103066,14571.13,,частичная оплата по договору №153,medium
2025-09-28 16:19:51,84887256394278816580,ООО «Опт»,0809969303,11964258562614991537,ФЛ Кузнецов Никита,884882691339,30000.0,,перевозка за период,medium
2025-09-28 16:48:17,92613715041659152017,ИП «Сфера»,228499390835,15273230085766656749,ИП «Омега»,467474689745,,30225.58,coin согласно счёту №34691,high
2025-09-28 16:51:15,84887256394278816580,ООО «Опт»,0809969303,39776719903849830220,ЗАО «Альфа»,0777809738,,143600.0,благотворительность за период,medium
2025-09-28 17:41:45,70662532447209993476,ООО «Омега»,5107029668,84787005050613878293,ИП «Кей»,320309376115,,90000.0,бонус,medium
2025-09-28 17:42:04,84887256394278816580,ООО «Опт»,0809969303,39776719903849830220,ЗАО «Альфа»,0777809738,,58018.1,перевод средств по договору №3169,medium
2025-09-28 18:04:56,70662532447209993476,ООО «Омега»,5107029668,69156716493289802714,ИП «Магнит»,050505739761,,142582.84,перевозка за товары,medium
2025-09-28 18:09:01,70662532447209993476,ООО «Омега»,5107029668,42086567566184438612,ИП «Квадро»,605233027663,,56515.8,консультационные согласно счёту №21333,medium
2025-09-28 18:29:03,84887256394278816580,ООО «Опт»,0809969303,11964258562614991537,ФЛ Кузнецов Никита,884882691339,,104700.0,бонус,medium
2025-09-28 18:37:58,84887256394278816580,ООО «Опт»,0809969303,39776719903849830220,ЗАО «Альфа»,0777809738,105785.31,,предоплата по договору №3517,medium
2025-09-28 19:33:13,15273230085766656749,ИП «Омега»,467474689745,11593195256904098366,ИП «Кей»,668633414103,30237.31,,премия за работы,high
2025-09-28 20:44:58,11593195256904098366,ИП «Кей»,668633414103,99727875588675339636,ОАО «Опт»,1465840445,29727.18,,пожертвование согласно счёту №26899,high
2025-09-29 03:29:36,99727875588675339636,ОАО «Опт»,1465840445,60293333468007229034,АО «Вектор»,9855241402,,30420.84,наличные за работы,high
2025-09-29 09:18:39,84887256394278816580,ООО «Опт»,0809969303,11964258562614991537,ФЛ Кузнецов Никита,884882691339,,55900.0,услуги по договору за работы,medium
2025-09-29 09:28:23,93929060078068671773,ИП «Квадро»,977406335662,97283512959272827090,ФЛ Иванов Иван,564099512300,,16900.0,аванс по договору №577,medium
2025-09-29 09:29:06,84887256394278816580,ООО «Опт»,0809969303,32432983954296184462,ИП «Градиент»,859883103066,13428.51,,биткоин согласно счёту №58994,medium
2025-09-29 10:04:03,84887256394278816580,ООО «Опт»,0809969303,11964258562614991537,ФЛ Кузнецов Никита,884882691339,,158300.0,оплата по договору поставки согласно счёту №48408,medium
2025-09-29 10:42:09,93929060078068671773,ИП «Квадро»,977406335662,24994717464887719065,ОАО «Фокус»,6183242100,289100.0,,биржа согласно счёту №10005,medium
